              3D.DAT Grid Points
      X           Y        Longitude    Latitude
    (km)        (km)        (deg E)     (deg N)
     375.837     753.764     338.125      67.250
     381.232     753.523     338.250      67.250
     386.627     753.294     338.375      67.250
     392.023     753.075     338.500      67.250
     397.419     752.867     338.625      67.250
     402.816     752.669     338.750      67.250
     408.213     752.483     338.875      67.250
     413.610     752.306     339.000      67.250
     419.008     752.141     339.125      67.250
     424.406     751.986     339.250      67.250
     429.804     751.842     339.375      67.250
     435.203     751.708     339.500      67.250
     440.602     751.586     339.625      67.250
     446.001     751.474     339.750      67.250
     451.400     751.372     339.875      67.250
     456.800     751.281     340.000      67.250
     462.199     751.201     340.125      67.250
     467.599     751.132     340.250      67.250
     472.999     751.073     340.375      67.250
     478.399     751.025     340.500      67.250
     483.799     750.988     340.625      67.250
     489.200     750.961     340.750      67.250
     494.600     750.945     340.875      67.250
     500.000     750.940     341.000      67.250
     505.400     750.945     341.125      67.250
     510.800     750.961     341.250      67.250
     516.201     750.988     341.375      67.250
     521.601     751.025     341.500      67.250
     527.001     751.073     341.625      67.250
     532.401     751.132     341.750      67.250
     537.801     751.201     341.875      67.250
     543.200     751.281     342.000      67.250
     548.600     751.372     342.125      67.250
     553.999     751.474     342.250      67.250
     559.398     751.586     342.375      67.250
     564.797     751.708     342.500      67.250
     570.195     751.842     342.625      67.250
     575.594     751.986     342.750      67.250
     580.992     752.141     342.875      67.250
     586.390     752.306     343.000      67.250
     591.787     752.483     343.125      67.250
     597.184     752.669     343.250      67.250
     602.581     752.867     343.375      67.250
     607.977     753.075     343.500      67.250
     613.373     753.294     343.625      67.250
     618.768     753.523     343.750      67.250
     624.163     753.764     343.875      67.250
     629.557     754.014     344.000      67.250
     634.951     754.276     344.125      67.250
     640.345     754.548     344.250      67.250
     645.737     754.831     344.375      67.250
     651.130     755.124     344.500      67.250
     656.521     755.429     344.625      67.250
     661.913     755.743     344.750      67.250
     667.303     756.069     344.875      67.250
     672.693     756.405     345.000      67.250
     678.082     756.752     345.125      67.250
     683.470     757.109     345.250      67.250
     688.858     757.477     345.375      67.250
     694.245     757.856     345.500      67.250
     699.631     758.246     345.625      67.250
     705.016     758.646     345.750      67.250
     710.401     759.056     345.875      67.250
     715.785     759.478     346.000      67.250
     721.168     759.910     346.125      67.250
     726.550     760.352     346.250      67.250
     731.931     760.806     346.375      67.250
     737.311     761.269     346.500      67.250
     742.691     761.744     346.625      67.250
     748.069     762.229     346.750      67.250
     753.447     762.725     346.875      67.250
     758.823     763.232     347.000      67.250
     764.198     763.749     347.125      67.250
     769.573     764.276     347.250      67.250
     774.946     764.815     347.375      67.250
     780.318     765.364     347.500      67.250
     785.690     765.923     347.625      67.250
     791.060     766.493     347.750      67.250
     796.429     767.074     347.875      67.250
     801.796     767.666     348.000      67.250
     807.163     768.268     348.125      67.250
     812.528     768.880     348.250      67.250
     817.893     769.504     348.375      67.250
     823.255     770.138     348.500      67.250
     828.617     770.782     348.625      67.250
     833.977     771.437     348.750      67.250
     839.337     772.103     348.875      67.250
     844.694     772.779     349.000      67.250
     850.051     773.466     349.125      67.250
     855.406     774.163     349.250      67.250
     860.759     774.871     349.375      67.250
     866.112     775.590     349.500      67.250
     871.462     776.319     349.625      67.250
     876.812     777.059     349.750      67.250
     882.160     777.809     349.875      67.250
     887.506     778.570     350.000      67.250
     110.515     764.762     332.000      67.125
     115.888     763.997     332.125      67.125
     121.264     763.243     332.250      67.125
     126.640     762.499     332.375      67.125
     132.018     761.766     332.500      67.125
     137.398     761.044     332.625      67.125
     142.779     760.332     332.750      67.125
     148.161     759.631     332.875      67.125
     153.545     758.941     333.000      67.125
     158.930     758.261     333.125      67.125
     164.317     757.592     333.250      67.125
     169.704     756.934     333.375      67.125
     175.093     756.286     333.500      67.125
     180.484     755.649     333.625      67.125
     185.875     755.022     333.750      67.125
     191.268     754.406     333.875      67.125
     196.662     753.801     334.000      67.125
     202.057     753.207     334.125      67.125
     207.454     752.623     334.250      67.125
     212.851     752.050     334.375      67.125
     218.250     751.488     334.500      67.125
     223.649     750.936     334.625      67.125
     229.050     750.395     334.750      67.125
     234.452     749.864     334.875      67.125
     239.855     749.345     335.000      67.125
     245.259     748.836     335.125      67.125
     250.664     748.337     335.250      67.125
     256.070     747.849     335.375      67.125
     261.477     747.372     335.500      67.125
     266.884     746.906     335.625      67.125
     272.293     746.451     335.750      67.125
     277.703     746.006     335.875      67.125
     283.113     745.571     336.000      67.125
     288.524     745.148     336.125      67.125
     293.936     744.735     336.250      67.125
     299.349     744.333     336.375      67.125
     304.763     743.942     336.500      67.125
     310.177     743.561     336.625      67.125
     315.593     743.191     336.750      67.125
     321.009     742.832     336.875      67.125
     326.425     742.483     337.000      67.125
     331.842     742.145     337.125      67.125
     337.260     741.818     337.250      67.125
     342.679     741.502     337.375      67.125
     348.098     741.196     337.500      67.125
     353.518     740.901     337.625      67.125
     358.938     740.617     337.750      67.125
     364.359     740.343     337.875      67.125
     369.781     740.080     338.000      67.125
     375.203     739.828     338.125      67.125
     380.625     739.587     338.250      67.125
     386.048     739.356     338.375      67.125
     391.472     739.136     338.500      67.125
     396.895     738.927     338.625      67.125
     402.320     738.728     338.750      67.125
     407.744     738.541     338.875      67.125
     413.169     738.364     339.000      67.125
     418.594     738.197     339.125      67.125
     424.020     738.042     339.250      67.125
     429.446     737.897     339.375      67.125
     434.872     737.763     339.500      67.125
     440.299     737.639     339.625      67.125
     445.725     737.527     339.750      67.125
     451.152     737.425     339.875      67.125
     456.579     737.333     340.000      67.125
     462.006     737.253     340.125      67.125
     467.434     737.183     340.250      67.125
     472.861     737.124     340.375      67.125
     478.289     737.076     340.500      67.125
     483.717     737.038     340.625      67.125
     489.144     737.011     340.750      67.125
     494.572     736.995     340.875      67.125
     500.000     736.990     341.000      67.125
     505.428     736.995     341.125      67.125
     510.856     737.011     341.250      67.125
     516.283     737.038     341.375      67.125
     521.711     737.076     341.500      67.125
     527.139     737.124     341.625      67.125
     532.566     737.183     341.750      67.125
     537.994     737.253     341.875      67.125
     543.421     737.333     342.000      67.125
     548.848     737.425     342.125      67.125
     554.275     737.527     342.250      67.125
     559.701     737.639     342.375      67.125
     565.128     737.763     342.500      67.125
     570.554     737.897     342.625      67.125
     575.980     738.042     342.750      67.125
     581.406     738.197     342.875      67.125
     586.831     738.364     343.000      67.125
     592.256     738.541     343.125      67.125
     597.680     738.728     343.250      67.125
     603.105     738.927     343.375      67.125
     608.528     739.136     343.500      67.125
     613.952     739.356     343.625      67.125
     619.375     739.587     343.750      67.125
     624.797     739.828     343.875      67.125
     630.219     740.080     344.000      67.125
     635.641     740.343     344.125      67.125
     641.062     740.617     344.250      67.125
     646.482     740.901     344.375      67.125
     651.902     741.196     344.500      67.125
     657.321     741.502     344.625      67.125
     662.740     741.818     344.750      67.125
     668.157     742.145     344.875      67.125
     673.575     742.483     345.000      67.125
     678.991     742.832     345.125      67.125
     684.407     743.191     345.250      67.125
     689.823     743.561     345.375      67.125
     695.237     743.942     345.500      67.125
     700.651     744.333     345.625      67.125
     706.064     744.735     345.750      67.125
     711.476     745.148     345.875      67.125
     716.887     745.571     346.000      67.125
     722.297     746.006     346.125      67.125
     727.707     746.451     346.250      67.125
     733.116     746.906     346.375      67.125
     738.523     747.372     346.500      67.125
     743.930     747.849     346.625      67.125
     749.336     748.337     346.750      67.125
     754.741     748.836     346.875      67.125
     760.145     749.345     347.000      67.125
     765.548     749.864     347.125      67.125
     770.950     750.395     347.250      67.125
     776.351     750.936     347.375      67.125
     781.750     751.488     347.500      67.125
     787.149     752.050     347.625      67.125
     792.546     752.623     347.750      67.125
     797.943     753.207     347.875      67.125
     803.338     753.801     348.000      67.125
     808.732     754.406     348.125      67.125
     814.125     755.022     348.250      67.125
     819.516     755.649     348.375      67.125
     824.907     756.286     348.500      67.125
     830.296     756.934     348.625      67.125
     835.683     757.592     348.750      67.125
     841.070     758.261     348.875      67.125
     846.455     758.941     349.000      67.125
     851.839     759.631     349.125      67.125
     857.221     760.332     349.250      67.125
     862.602     761.044     349.375      67.125
     867.982     761.766     349.500      67.125
     873.360     762.499     349.625      67.125
     878.736     763.243     349.750      67.125
     884.112     763.997     349.875      67.125
     889.485     764.762     350.000      67.125
     108.536     750.954     332.000      67.000
     113.937     750.186     332.125      67.000
     119.339     749.428     332.250      67.000
     124.743     748.680     332.375      67.000
     130.149     747.944     332.500      67.000
     135.556     747.218     332.625      67.000
     140.964     746.502     332.750      67.000
     146.374     745.798     332.875      67.000
     151.785     745.104     333.000      67.000
     157.197     744.421     333.125      67.000
     162.611     743.748     333.250      67.000
     168.026     743.087     333.375      67.000
     173.442     742.435     333.500      67.000
     178.860     741.795     333.625      67.000
     184.279     741.166     333.750      67.000
     189.699     740.547     333.875      67.000
     195.121     739.938     334.000      67.000
     200.543     739.341     334.125      67.000
     205.967     738.754     334.250      67.000
     211.392     738.178     334.375      67.000
     216.818     737.613     334.500      67.000
     222.245     737.058     334.625      67.000
     227.673     736.514     334.750      67.000
     233.103     735.981     334.875      67.000
     238.533     735.459     335.000      67.000
     243.964     734.947     335.125      67.000
     249.397     734.446     335.250      67.000
     254.830     733.956     335.375      67.000
     260.264     733.477     335.500      67.000
     265.700     733.008     335.625      67.000
     271.136     732.550     335.750      67.000
     276.573     732.103     335.875      67.000
     282.011     731.667     336.000      67.000
     287.450     731.241     336.125      67.000
     292.889     730.826     336.250      67.000
     298.330     730.422     336.375      67.000
     303.771     730.029     336.500      67.000
     309.213     729.646     336.625      67.000
     314.656     729.274     336.750      67.000
     320.099     728.913     336.875      67.000
     325.543     728.563     337.000      67.000
     330.988     728.223     337.125      67.000
     336.434     727.894     337.250      67.000
     341.880     727.576     337.375      67.000
     347.326     727.269     337.500      67.000
     352.774     726.972     337.625      67.000
     358.222     726.687     337.750      67.000
     363.670     726.412     337.875      67.000
     369.119     726.148     338.000      67.000
     374.569     725.894     338.125      67.000
     380.019     725.652     338.250      67.000
     385.469     725.420     338.375      67.000
     390.920     725.199     338.500      67.000
     396.372     724.988     338.625      67.000
     401.823     724.789     338.750      67.000
     407.275     724.600     338.875      67.000
     412.728     724.422     339.000      67.000
     418.181     724.255     339.125      67.000
     423.634     724.099     339.250      67.000
     429.087     723.953     339.375      67.000
     434.541     723.818     339.500      67.000
     439.995     723.694     339.625      67.000
     445.449     723.581     339.750      67.000
     450.904     723.478     339.875      67.000
     456.359     723.387     340.000      67.000
     461.813     723.306     340.125      67.000
     467.268     723.236     340.250      67.000
     472.723     723.176     340.375      67.000
     478.179     723.128     340.500      67.000
     483.634     723.090     340.625      67.000
     489.089     723.063     340.750      67.000
     494.545     723.047     340.875      67.000
     500.000     723.042     341.000      67.000
     505.455     723.047     341.125      67.000
     510.911     723.063     341.250      67.000
     516.366     723.090     341.375      67.000
     521.821     723.128     341.500      67.000
     527.277     723.176     341.625      67.000
     532.732     723.236     341.750      67.000
     538.187     723.306     341.875      67.000
     543.641     723.387     342.000      67.000
     549.096     723.478     342.125      67.000
     554.551     723.581     342.250      67.000
     560.005     723.694     342.375      67.000
     565.459     723.818     342.500      67.000
     570.913     723.953     342.625      67.000
     576.366     724.099     342.750      67.000
     581.819     724.255     342.875      67.000
     587.272     724.422     343.000      67.000
     592.725     724.600     343.125      67.000
     598.177     724.789     343.250      67.000
     603.628     724.988     343.375      67.000
     609.080     725.199     343.500      67.000
     614.531     725.420     343.625      67.000
     619.981     725.652     343.750      67.000
     625.431     725.894     343.875      67.000
     630.881     726.148     344.000      67.000
     636.330     726.412     344.125      67.000
     641.778     726.687     344.250      67.000
     647.226     726.972     344.375      67.000
     652.674     727.269     344.500      67.000
     658.120     727.576     344.625      67.000
     663.566     727.894     344.750      67.000
     669.012     728.223     344.875      67.000
     674.457     728.563     345.000      67.000
     679.901     728.913     345.125      67.000
     685.344     729.274     345.250      67.000
     690.787     729.646     345.375      67.000
     696.229     730.029     345.500      67.000
     701.670     730.422     345.625      67.000
     707.111     730.826     345.750      67.000
     712.550     731.241     345.875      67.000
     717.989     731.667     346.000      67.000
     723.427     732.103     346.125      67.000
     728.864     732.550     346.250      67.000
     734.300     733.008     346.375      67.000
     739.736     733.477     346.500      67.000
     745.170     733.956     346.625      67.000
     750.603     734.446     346.750      67.000
     756.036     734.947     346.875      67.000
     761.467     735.459     347.000      67.000
     766.897     735.981     347.125      67.000
     772.327     736.514     347.250      67.000
     777.755     737.058     347.375      67.000
     783.182     737.613     347.500      67.000
     788.608     738.178     347.625      67.000
     794.033     738.754     347.750      67.000
     799.457     739.341     347.875      67.000
     804.879     739.938     348.000      67.000
     810.301     740.547     348.125      67.000
     815.721     741.166     348.250      67.000
     821.140     741.795     348.375      67.000
     826.557     742.435     348.500      67.000
     831.974     743.087     348.625      67.000
     837.389     743.748     348.750      67.000
     842.803     744.421     348.875      67.000
     848.215     745.104     349.000      67.000
     853.626     745.798     349.125      67.000
     859.036     746.502     349.250      67.000
     864.445     747.218     349.375      67.000
     869.851     747.944     349.500      67.000
     875.257     748.680     349.625      67.000
     880.661     749.428     349.750      67.000
     886.063     750.186     349.875      67.000
     891.464     750.954     350.000      67.000
     106.557     737.148     332.000      66.875
     111.985     736.376     332.125      66.875
     117.415     735.614     332.250      66.875
     122.846     734.863     332.375      66.875
     128.279     734.122     332.500      66.875
     133.713     733.393     332.625      66.875
     139.149     732.674     332.750      66.875
     144.586     731.966     332.875      66.875
     150.024     731.268     333.000      66.875
     155.464     730.582     333.125      66.875
     160.905     729.906     333.250      66.875
     166.348     729.241     333.375      66.875
     171.792     728.586     333.500      66.875
     177.237     727.943     333.625      66.875
     182.683     727.310     333.750      66.875
     188.131     726.688     333.875      66.875
     193.580     726.077     334.000      66.875
     199.030     725.476     334.125      66.875
     204.481     724.887     334.250      66.875
     209.933     724.308     334.375      66.875
     215.387     723.739     334.500      66.875
     220.841     723.182     334.625      66.875
     226.297     722.635     334.750      66.875
     231.754     722.100     334.875      66.875
     237.211     721.575     335.000      66.875
     242.670     721.060     335.125      66.875
     248.130     720.557     335.250      66.875
     253.591     720.064     335.375      66.875
     259.053     719.583     335.500      66.875
     264.515     719.112     335.625      66.875
     269.979     718.651     335.750      66.875
     275.444     718.202     335.875      66.875
     280.909     717.763     336.000      66.875
     286.375     717.335     336.125      66.875
     291.842     716.918     336.250      66.875
     297.310     716.512     336.375      66.875
     302.779     716.117     336.500      66.875
     308.248     715.732     336.625      66.875
     313.719     715.359     336.750      66.875
     319.190     714.996     336.875      66.875
     324.661     714.644     337.000      66.875
     330.134     714.302     337.125      66.875
     335.607     713.972     337.250      66.875
     341.080     713.652     337.375      66.875
     346.555     713.343     337.500      66.875
     352.030     713.045     337.625      66.875
     357.505     712.758     337.750      66.875
     362.981     712.482     337.875      66.875
     368.458     712.216     338.000      66.875
     373.935     711.962     338.125      66.875
     379.412     711.718     338.250      66.875
     384.890     711.485     338.375      66.875
     390.369     711.263     338.500      66.875
     395.848     711.051     338.625      66.875
     401.327     710.851     338.750      66.875
     406.807     710.661     338.875      66.875
     412.287     710.482     339.000      66.875
     417.767     710.314     339.125      66.875
     423.248     710.157     339.250      66.875
     428.729     710.011     339.375      66.875
     434.210     709.875     339.500      66.875
     439.692     709.750     339.625      66.875
     445.174     709.637     339.750      66.875
     450.656     709.534     339.875      66.875
     456.138     709.441     340.000      66.875
     461.620     709.360     340.125      66.875
     467.103     709.290     340.250      66.875
     472.585     709.230     340.375      66.875
     478.068     709.181     340.500      66.875
     483.551     709.143     340.625      66.875
     489.034     709.116     340.750      66.875
     494.517     709.100     340.875      66.875
     500.000     709.094     341.000      66.875
     505.483     709.100     341.125      66.875
     510.966     709.116     341.250      66.875
     516.449     709.143     341.375      66.875
     521.932     709.181     341.500      66.875
     527.414     709.230     341.625      66.875
     532.897     709.290     341.750      66.875
     538.380     709.360     341.875      66.875
     543.862     709.441     342.000      66.875
     549.344     709.534     342.125      66.875
     554.826     709.637     342.250      66.875
     560.308     709.750     342.375      66.875
     565.790     709.875     342.500      66.875
     571.271     710.011     342.625      66.875
     576.752     710.157     342.750      66.875
     582.233     710.314     342.875      66.875
     587.713     710.482     343.000      66.875
     593.193     710.661     343.125      66.875
     598.673     710.851     343.250      66.875
     604.152     711.051     343.375      66.875
     609.631     711.263     343.500      66.875
     615.110     711.485     343.625      66.875
     620.588     711.718     343.750      66.875
     626.065     711.962     343.875      66.875
     631.542     712.216     344.000      66.875
     637.019     712.482     344.125      66.875
     642.495     712.758     344.250      66.875
     647.970     713.045     344.375      66.875
     653.445     713.343     344.500      66.875
     658.920     713.652     344.625      66.875
     664.393     713.972     344.750      66.875
     669.866     714.302     344.875      66.875
     675.339     714.644     345.000      66.875
     680.810     714.996     345.125      66.875
     686.281     715.359     345.250      66.875
     691.752     715.732     345.375      66.875
     697.221     716.117     345.500      66.875
     702.690     716.512     345.625      66.875
     708.158     716.918     345.750      66.875
     713.625     717.335     345.875      66.875
     719.091     717.763     346.000      66.875
     724.557     718.202     346.125      66.875
     730.021     718.651     346.250      66.875
     735.485     719.112     346.375      66.875
     740.947     719.583     346.500      66.875
     746.409     720.064     346.625      66.875
     751.870     720.557     346.750      66.875
     757.330     721.060     346.875      66.875
     762.789     721.575     347.000      66.875
     768.246     722.100     347.125      66.875
     773.703     722.635     347.250      66.875
     779.159     723.182     347.375      66.875
     784.613     723.739     347.500      66.875
     790.067     724.308     347.625      66.875
     795.519     724.887     347.750      66.875
     800.970     725.476     347.875      66.875
     806.420     726.077     348.000      66.875
     811.869     726.688     348.125      66.875
     817.317     727.310     348.250      66.875
     822.763     727.943     348.375      66.875
     828.208     728.586     348.500      66.875
     833.652     729.241     348.625      66.875
     839.095     729.906     348.750      66.875
     844.536     730.582     348.875      66.875
     849.976     731.268     349.000      66.875
     855.414     731.966     349.125      66.875
     860.851     732.674     349.250      66.875
     866.287     733.393     349.375      66.875
     871.721     734.122     349.500      66.875
     877.154     734.863     349.625      66.875
     882.585     735.614     349.750      66.875
     888.015     736.376     349.875      66.875
     893.443     737.148     350.000      66.875
     104.578     723.344     332.000      66.750
     110.034     722.567     332.125      66.750
     115.491     721.802     332.250      66.750
     120.949     721.047     332.375      66.750
     126.410     720.303     332.500      66.750
     131.871     719.569     332.625      66.750
     137.334     718.847     332.750      66.750
     142.798     718.135     332.875      66.750
     148.264     717.434     333.000      66.750
     153.731     716.744     333.125      66.750
     159.200     716.065     333.250      66.750
     164.670     715.396     333.375      66.750
     170.141     714.739     333.500      66.750
     175.614     714.092     333.625      66.750
     181.087     713.456     333.750      66.750
     186.562     712.831     333.875      66.750
     192.038     712.216     334.000      66.750
     197.516     711.613     334.125      66.750
     202.994     711.020     334.250      66.750
     208.474     710.438     334.375      66.750
     213.955     709.867     334.500      66.750
     219.437     709.307     334.625      66.750
     224.920     708.758     334.750      66.750
     230.404     708.219     334.875      66.750
     235.890     707.692     335.000      66.750
     241.376     707.175     335.125      66.750
     246.863     706.669     335.250      66.750
     252.352     706.174     335.375      66.750
     257.841     705.689     335.500      66.750
     263.331     705.216     335.625      66.750
     268.822     704.754     335.750      66.750
     274.314     704.302     335.875      66.750
     279.807     703.861     336.000      66.750
     285.301     703.431     336.125      66.750
     290.795     703.012     336.250      66.750
     296.291     702.604     336.375      66.750
     301.787     702.206     336.500      66.750
     307.284     701.820     336.625      66.750
     312.782     701.444     336.750      66.750
     318.280     701.080     336.875      66.750
     323.780     700.726     337.000      66.750
     329.279     700.383     337.125      66.750
     334.780     700.050     337.250      66.750
     340.281     699.729     337.375      66.750
     345.783     699.419     337.500      66.750
     351.285     699.119     337.625      66.750
     356.788     698.831     337.750      66.750
     362.292     698.553     337.875      66.750
     367.796     698.286     338.000      66.750
     373.301     698.030     338.125      66.750
     378.806     697.785     338.250      66.750
     384.311     697.551     338.375      66.750
     389.817     697.328     338.500      66.750
     395.324     697.115     338.625      66.750
     400.831     696.914     338.750      66.750
     406.338     696.723     338.875      66.750
     411.846     696.543     339.000      66.750
     417.354     696.374     339.125      66.750
     422.862     696.216     339.250      66.750
     428.371     696.069     339.375      66.750
     433.879     695.933     339.500      66.750
     439.389     695.808     339.625      66.750
     444.898     695.693     339.750      66.750
     450.408     695.590     339.875      66.750
     455.917     695.497     340.000      66.750
     461.427     695.416     340.125      66.750
     466.937     695.345     340.250      66.750
     472.448     695.285     340.375      66.750
     477.958     695.236     340.500      66.750
     483.468     695.198     340.625      66.750
     488.979     695.170     340.750      66.750
     494.489     695.154     340.875      66.750
     500.000     695.149     341.000      66.750
     505.511     695.154     341.125      66.750
     511.021     695.170     341.250      66.750
     516.532     695.198     341.375      66.750
     522.042     695.236     341.500      66.750
     527.552     695.285     341.625      66.750
     533.063     695.345     341.750      66.750
     538.573     695.416     341.875      66.750
     544.083     695.497     342.000      66.750
     549.592     695.590     342.125      66.750
     555.102     695.693     342.250      66.750
     560.611     695.808     342.375      66.750
     566.121     695.933     342.500      66.750
     571.629     696.069     342.625      66.750
     577.138     696.216     342.750      66.750
     582.646     696.374     342.875      66.750
     588.154     696.543     343.000      66.750
     593.662     696.723     343.125      66.750
     599.169     696.914     343.250      66.750
     604.676     697.115     343.375      66.750
     610.183     697.328     343.500      66.750
     615.689     697.551     343.625      66.750
     621.194     697.785     343.750      66.750
     626.699     698.030     343.875      66.750
     632.204     698.286     344.000      66.750
     637.708     698.553     344.125      66.750
     643.212     698.831     344.250      66.750
     648.715     699.119     344.375      66.750
     654.217     699.419     344.500      66.750
     659.719     699.729     344.625      66.750
     665.220     700.050     344.750      66.750
     670.721     700.383     344.875      66.750
     676.221     700.726     345.000      66.750
     681.720     701.080     345.125      66.750
     687.218     701.444     345.250      66.750
     692.716     701.820     345.375      66.750
     698.213     702.206     345.500      66.750
     703.709     702.604     345.625      66.750
     709.205     703.012     345.750      66.750
     714.699     703.431     345.875      66.750
     720.193     703.861     346.000      66.750
     725.686     704.302     346.125      66.750
     731.178     704.754     346.250      66.750
     736.669     705.216     346.375      66.750
     742.159     705.689     346.500      66.750
     747.648     706.174     346.625      66.750
     753.137     706.669     346.750      66.750
     758.624     707.175     346.875      66.750
     764.110     707.692     347.000      66.750
     769.596     708.219     347.125      66.750
     775.080     708.758     347.250      66.750
     780.563     709.307     347.375      66.750
     786.045     709.867     347.500      66.750
     791.526     710.438     347.625      66.750
     797.005     711.020     347.750      66.750
     802.484     711.613     347.875      66.750
     807.962     712.216     348.000      66.750
     813.438     712.831     348.125      66.750
     818.913     713.456     348.250      66.750
     824.386     714.092     348.375      66.750
     829.859     714.739     348.500      66.750
     835.330     715.396     348.625      66.750
     840.800     716.065     348.750      66.750
     846.269     716.744     348.875      66.750
     851.736     717.434     349.000      66.750
     857.202     718.135     349.125      66.750
     862.666     718.847     349.250      66.750
     868.129     719.569     349.375      66.750
     873.591     720.303     349.500      66.750
     879.051     721.047     349.625      66.750
     884.509     721.802     349.750      66.750
     889.966     722.567     349.875      66.750
     895.422     723.344     350.000      66.750
     102.600     709.540     332.000      66.625
     108.082     708.760     332.125      66.625
     113.567     707.990     332.250      66.625
     119.053     707.232     332.375      66.625
     124.540     706.484     332.500      66.625
     130.029     705.747     332.625      66.625
     135.519     705.021     332.750      66.625
     141.011     704.305     332.875      66.625
     146.504     703.601     333.000      66.625
     151.999     702.907     333.125      66.625
     157.495     702.225     333.250      66.625
     162.992     701.553     333.375      66.625
     168.491     700.892     333.500      66.625
     173.990     700.242     333.625      66.625
     179.492     699.603     333.750      66.625
     184.994     698.975     333.875      66.625
     190.498     698.357     334.000      66.625
     196.002     697.751     334.125      66.625
     201.508     697.155     334.250      66.625
     207.016     696.570     334.375      66.625
     212.524     695.996     334.500      66.625
     218.033     695.433     334.625      66.625
     223.544     694.881     334.750      66.625
     229.056     694.340     334.875      66.625
     234.568     693.810     335.000      66.625
     240.082     693.290     335.125      66.625
     245.597     692.782     335.250      66.625
     251.112     692.284     335.375      66.625
     256.629     691.798     335.500      66.625
     262.147     691.322     335.625      66.625
     267.665     690.857     335.750      66.625
     273.185     690.403     335.875      66.625
     278.705     689.960     336.000      66.625
     284.227     689.528     336.125      66.625
     289.749     689.107     336.250      66.625
     295.272     688.696     336.375      66.625
     300.795     688.297     336.500      66.625
     306.320     687.909     336.625      66.625
     311.845     687.531     336.750      66.625
     317.371     687.165     336.875      66.625
     322.898     686.809     337.000      66.625
     328.425     686.464     337.125      66.625
     333.953     686.130     337.250      66.625
     339.482     685.807     337.375      66.625
     345.011     685.496     337.500      66.625
     350.541     685.195     337.625      66.625
     356.072     684.905     337.750      66.625
     361.603     684.625     337.875      66.625
     367.135     684.357     338.000      66.625
     372.667     684.100     338.125      66.625
     378.199     683.854     338.250      66.625
     383.732     683.618     338.375      66.625
     389.266     683.394     338.500      66.625
     394.800     683.180     338.625      66.625
     400.335     682.978     338.750      66.625
     405.869     682.786     338.875      66.625
     411.405     682.606     339.000      66.625
     416.940     682.436     339.125      66.625
     422.476     682.277     339.250      66.625
     428.012     682.129     339.375      66.625
     433.549     681.992     339.500      66.625
     439.085     681.867     339.625      66.625
     444.622     681.752     339.750      66.625
     450.159     681.648     339.875      66.625
     455.697     681.554     340.000      66.625
     461.234     681.472     340.125      66.625
     466.772     681.401     340.250      66.625
     472.310     681.341     340.375      66.625
     477.848     681.292     340.500      66.625
     483.386     681.253     340.625      66.625
     488.924     681.226     340.750      66.625
     494.462     681.210     340.875      66.625
     500.000     681.204     341.000      66.625
     505.538     681.210     341.125      66.625
     511.076     681.226     341.250      66.625
     516.614     681.253     341.375      66.625
     522.152     681.292     341.500      66.625
     527.690     681.341     341.625      66.625
     533.228     681.401     341.750      66.625
     538.766     681.472     341.875      66.625
     544.303     681.554     342.000      66.625
     549.841     681.648     342.125      66.625
     555.378     681.752     342.250      66.625
     560.915     681.867     342.375      66.625
     566.451     681.992     342.500      66.625
     571.988     682.129     342.625      66.625
     577.524     682.277     342.750      66.625
     583.060     682.436     342.875      66.625
     588.595     682.606     343.000      66.625
     594.131     682.786     343.125      66.625
     599.665     682.978     343.250      66.625
     605.200     683.180     343.375      66.625
     610.734     683.394     343.500      66.625
     616.268     683.618     343.625      66.625
     621.801     683.854     343.750      66.625
     627.333     684.100     343.875      66.625
     632.865     684.357     344.000      66.625
     638.397     684.625     344.125      66.625
     643.928     684.905     344.250      66.625
     649.459     685.195     344.375      66.625
     654.989     685.496     344.500      66.625
     660.518     685.807     344.625      66.625
     666.047     686.130     344.750      66.625
     671.575     686.464     344.875      66.625
     677.102     686.809     345.000      66.625
     682.629     687.165     345.125      66.625
     688.155     687.531     345.250      66.625
     693.680     687.909     345.375      66.625
     699.205     688.297     345.500      66.625
     704.728     688.696     345.625      66.625
     710.251     689.107     345.750      66.625
     715.773     689.528     345.875      66.625
     721.295     689.960     346.000      66.625
     726.815     690.403     346.125      66.625
     732.335     690.857     346.250      66.625
     737.853     691.322     346.375      66.625
     743.371     691.798     346.500      66.625
     748.888     692.284     346.625      66.625
     754.403     692.782     346.750      66.625
     759.918     693.290     346.875      66.625
     765.432     693.810     347.000      66.625
     770.944     694.340     347.125      66.625
     776.456     694.881     347.250      66.625
     781.967     695.433     347.375      66.625
     787.476     695.996     347.500      66.625
     792.984     696.570     347.625      66.625
     798.492     697.155     347.750      66.625
     803.998     697.751     347.875      66.625
     809.502     698.357     348.000      66.625
     815.006     698.975     348.125      66.625
     820.508     699.603     348.250      66.625
     826.010     700.242     348.375      66.625
     831.509     700.892     348.500      66.625
     837.008     701.553     348.625      66.625
     842.505     702.225     348.750      66.625
     848.001     702.907     348.875      66.625
     853.496     703.601     349.000      66.625
     858.989     704.305     349.125      66.625
     864.481     705.021     349.250      66.625
     869.971     705.747     349.375      66.625
     875.460     706.484     349.500      66.625
     880.947     707.232     349.625      66.625
     886.433     707.990     349.750      66.625
     891.918     708.760     349.875      66.625
