Timestamp,Pacaya_raw,Pacaya_KNN,ECMWF_raw,ECMWF_min,ECMWF_max,ECMWF_area,NAM_raw,NAM_min,NAM_max,NAM_area
2017-03-01 00:00:00,14.2278845,14.2278845,31.199316999999997,8.6852342,53.981923,31.356817022222216,0.0,0.0,0.0,0.0
2017-03-01 01:00:00,18.8317772,18.8317772,28.832335,15.875909,30.813145999999996,25.487562444444443,0.0,0.0,0.0,0.0
2017-03-01 02:00:00,42.4108412,42.4108412,95.93114399999999,27.507172,164.78972000000002,95.8748598888889,0.0,0.0,0.0,0.0
2017-03-01 03:00:00,39.6160028,39.6160028,53.625565,8.2640418,157.06281,67.17928453333333,0.0,0.0,0.0,0.0
2017-03-01 04:00:00,14.359266199999999,14.359266199999999,16.078255,0.46286248999999996,80.92103999999999,27.02115368222222,0.0,0.0,0.0,0.0
2017-03-01 05:00:00,,25.42668189555998,1.5705050999999999,0.18020545999999998,11.067292,3.375293094444445,2.2267984000000003,0.0,30.044943,7.15827831111111
2017-03-01 06:00:00,42.2575016,42.2575016,0.087208889,0.0,0.66146396,0.2240288386666667,16.468237000000002,16.093116000000002,19.176152,17.330197000000002
2017-03-01 07:00:00,33.5557973,33.5557973,0.3467029,0.0,1.5585291000000001,0.5927590084444445,0.0,0.0,0.0,0.0
2017-03-01 08:00:00,48.570930499999996,48.570930499999996,0.16634453,0.13405661000000002,10.093827000000001,2.4113308444444446,0.0,0.0,0.0,0.0
2017-03-01 09:00:00,23.3482994,23.3482994,4.6303303,0.0,38.702909999999996,10.843436177777777,0.0,0.0,0.0,0.0
2017-03-01 10:00:00,4.452310099999999,4.452310099999999,4.1380931,2.6697537000000002,17.04651,6.810694933333333,0.0,0.0,0.0,0.0
2017-03-01 11:00:00,12.2208116,12.2208116,1.3327529999999999,0.23766279,3.7112213,1.687567851111111,0.0,0.0,0.0,0.0
2017-03-01 12:00:00,17.0059961,17.0059961,7.851536800000001,3.8241750999999997,8.712563600000001,6.9983922666666665,20.513498000000002,19.339299,22.499071,20.905209555555555
2017-03-01 13:00:00,16.8146555,16.8146555,13.556775,6.5029499,16.086042,12.42172031111111,0.0,0.0,0.0,0.0
2017-03-01 14:00:00,29.1784955,29.1784955,18.836578,4.5246306,40.354105000000004,20.64647768888889,0.0,0.0,0.0,0.0
2017-03-01 15:00:00,23.2083317,23.2083317,24.841866,3.4464636,88.45496600000001,34.15050462222223,0.0,0.0,0.0,0.0
2017-03-01 16:00:00,26.0008805,26.0008805,40.37104,10.517584000000001,93.96393599999999,45.100648666666665,0.0,0.0,1.5185155000000001,0.45573998888888895
2017-03-01 17:00:00,24.098938399999998,24.098938399999998,62.44819100000001,21.839969,108.74042999999999,63.001671333333334,50.820592,46.678872999999996,56.461642000000005,51.092852444444446
2017-03-01 18:00:00,18.4332278,18.4332278,58.236266,19.020998000000002,109.04026,60.021693,0.35045624999999997,0.30386985,0.41367778,0.3574196233333333
2017-03-01 19:00:00,3.9564845,3.9564845,141.15028999999998,31.419328000000004,364.30653,164.37962655555555,0.0,0.0,0.0,0.0
2017-03-01 20:00:00,2.1404183,2.1404183,118.15617,19.29974,373.35689,150.90653255555557,0.0,0.0,0.0,0.0
2017-03-01 21:00:00,2.6608412,2.6608412,27.442031,1.7181266,144.52737,46.34288783333333,0.0,0.0,0.0,0.0
2017-03-01 22:00:00,1.3732433000000002,1.3732433000000002,0.7819848,0.0,19.394047,4.316502368888889,0.0,0.0,0.0,0.0
2017-03-01 23:00:00,0.9396662,0.9396662,0.0,0.0,0.037103963,0.004122662555555556,210.78142,158.43779,242.32017,204.83173999999997
2017-03-02 00:00:00,,9.520253946493629,0.0,0.0,43.108485,9.730240144444444,0.73731121,0.25292658,2.2471947,0.9396990788888888
2017-03-02 01:00:00,,10.836144564580897,1.6330864,0.0,42.458236,10.124235506666666,0.0,0.0,0.0,0.0
2017-03-02 02:00:00,,11.37078330315574,0.0,0.0,3.8591052,0.7686021122222222,0.0,0.0,0.0,0.0
2017-03-02 03:00:00,,11.584391917971743,0.19659356,0.0,2.6493797,0.6655323788888889,0.0,0.0,0.0,0.0
2017-03-02 04:00:00,,11.617837042486377,0.3323085,0.0,2.5968898,0.7343718877777777,0.0,0.0,0.0,0.0
2017-03-02 05:00:00,,11.531797563578172,0.51122481,0.0,2.788599,0.9010865103333335,83.99678300000001,21.091594999999998,122.62290999999999,76.41876733333332
2017-03-02 06:00:00,,11.355992654393637,0.11644136,0.0,0.59390061,0.20154767088888892,12.650129999999999,6.6063249,15.889073999999999,12.105803766666668
2017-03-02 07:00:00,,11.104465226207699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-02 08:00:00,,10.780643417106262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-02 09:00:00,,10.377171505998986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-02 10:00:00,,9.869101680307187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-02 11:00:00,,9.187123884532712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-02 12:00:00,,8.077051812076128,2.1524907,0.5828220000000001,3.9436476999999996,2.225684376666667,26.727128,23.065184,45.978401999999996,28.767499333333333
2017-03-02 13:00:00,2.7387989,2.7387989,3.9854534999999998,1.1547095,7.2342964,4.118881233333333,10.799625,3.1716149000000002,25.335292,12.635715566666667
2017-03-02 14:00:00,2.7768794,2.7768794,1.9163548999999998,0.2860954,6.5450777,2.613360981111111,0.0,0.0,0.0,0.0
