TETimestamp,PM25,SO2
2017-03-10 11:31:00+00:00,0.09071004066312167,0.230159751719798
2017-03-10 11:46:00+00:00,0.10373361389939434,0.5561705353184307
2017-03-10 12:01:00+00:00,0.07913669064748202,0.6870039044064015
2017-03-10 12:16:00+00:00,0.0632411067193676,0.4695441998827247
2017-03-10 12:31:00+00:00,0.045952171069468535,0.33912558458832104
2017-03-10 12:46:00+00:00,0.047373958540677344,0.20497418515181415
2017-03-10 13:01:00+00:00,0.04984786874058066,0.2211924886657799
2017-03-10 13:16:00+00:00,0.07472914948673473,0.29744997926231026
2017-03-10 13:31:00+00:00,0.050160661984246596,0.5302698760029174
2017-03-10 13:46:00+00:00,0.02468223050018483,0.32089071952632253
2017-03-10 14:01:00+00:00,0.014303181960360564,0.10650591381702207
2017-03-10 14:16:00+00:00,0.025108766741547474,0.045522804307718705
2017-03-10 14:31:00+00:00,0.02382915801745955,0.11608815663391542
2017-03-10 14:46:00+00:00,0.013080444735120995,0.22130690350538462
2017-03-10 15:01:00+00:00,0.015781840930417724,0.029447519343258816
2017-03-10 15:16:00+00:00,0.013848209969573751,0.1147580841235108
2017-03-10 15:31:00+00:00,0.008587596326101175,0.07518485147523632
2017-03-10 15:46:00+00:00,0.011317428270822077,0.025771942620957933
2017-03-10 16:01:00+00:00,0.014843461199419913,0.12469787331416884
2017-03-10 16:16:00+00:00,0.007507037847982484,0.2301740535747486
2017-03-10 16:31:00+00:00,0.008075752836466006,0.020523161854092472
2017-03-10 16:46:00+00:00,0.006312736372167088,0.02407002188183807
2017-03-10 17:01:00+00:00,0.004521284158443996,0.014301854950587087
2017-03-10 17:16:00+00:00,0.0049762561492308136,0.011083937586704992
2017-03-10 17:31:00+00:00,0.0054880996388659824,0.013329328813947165
2017-03-10 17:46:00+00:00,0.0045781556572923494,0.0147309105991047
2017-03-10 18:01:00+00:00,0.004009440668808827,0.015288682942177596
2017-03-10 18:16:00+00:00,0.00847385332840447,0.016275510933768104
2017-03-10 18:31:00+00:00,0.004208490914778059,0.20561776862459058
2017-03-10 18:46:00+00:00,0.004094747917081355,0.015703436735744623
2017-03-10 19:01:00+00:00,0.004236926664202235,0.012056463723344915
2017-03-10 19:16:00+00:00,0.004549719907868172,0.02898985998484003
2017-03-10 19:31:00+00:00,0.0046065914067165235,0.015045551408017615
2017-03-10 19:46:00+00:00,0.0035260329285978337,0.018592411435763213
2017-03-10 20:01:00+00:00,0.0048056416526857555,0.010068505885213309
2017-03-10 20:16:00+00:00,0.004379105411323116,0.018006035382789144
2017-03-10 20:31:00+00:00,0.0056871498848352145,0.009467827977288653
2017-03-10 20:46:00+00:00,0.005516535388290158,0.059109566510776444
2017-03-10 21:01:00+00:00,0.00688145136065061,0.010368844839175637
2017-03-10 21:16:00+00:00,0.005459663889441805,0.015932266414954016
2017-03-10 21:31:00+00:00,0.007279551852589074,0.011026730166902643
2017-03-10 21:46:00+00:00,0.005658714135411039,0.012828763890676618
2017-03-10 22:01:00+00:00,0.005658714135411039,0.011555898800074366
2017-03-10 22:16:00+00:00,0.006938322859498962,0.024885227614021534
2017-03-10 22:31:00+00:00,0.006796144112378081,0.01812045022239384
2017-03-10 22:46:00+00:00,0.007052065857195667,0.018735429985269086
2017-03-10 23:01:00+00:00,0.007165808854892371,0.019421919022897267
2017-03-10 23:16:00+00:00,0.005601842636562687,0.024541983095207442
2017-03-10 23:31:00+00:00,0.007108937356044018,0.0178344131233821
2017-03-10 23:46:00+00:00,0.006796144112378081,0.020694784113499516
2017-03-11 00:01:00+00:00,0.009213182813433047,0.01777720570357975
2017-03-11 00:16:00+00:00,0.007848266841072597,0.022582628966977013
2017-03-11 00:31:00+00:00,0.00949754030767481,0.02715922255116488
2017-03-11 00:46:00+00:00,0.007848266841072597,0.1523004533688019
2017-03-11 01:01:00+00:00,0.01831262262916939,0.10089958667639193
2017-03-11 01:16:00+00:00,0.012312679500668241,0.7029218689664047
2017-03-11 01:31:00+00:00,0.014161003213239685,0.33989788475565275
2017-03-11 01:46:00+00:00,0.007307987602013252,0.4361064630082522
2017-03-11 02:01:00+00:00,0.007592345096255011,0.11194061869824515
2017-03-11 02:16:00+00:00,0.006454915119287969,0.10623417857296089
2017-03-11 02:31:00+00:00,0.008132624335314358,0.033909698087841986
2017-03-11 02:46:00+00:00,0.007706088093951716,0.07873171150298193
2017-03-11 03:01:00+00:00,0.010947763528307789,0.05107192402854649
2017-03-11 03:16:00+00:00,0.018227315380896864,0.10529025614622217
2017-03-11 03:31:00+00:00,0.013137316233969349,0.23020265728464975
2017-03-11 03:46:00+00:00,0.011516478516791311,0.14261809756725446
2017-03-11 04:01:00+00:00,0.024795973497881537,0.11069635731754407
2017-03-11 04:16:00+00:00,0.018938209116501264,0.2764977617597002
2017-03-11 04:31:00+00:00,0.013194187732817698,0.19643597774631366
2017-03-11 04:46:00+00:00,0.02513720249097165,0.09552208921497116
2017-03-11 05:01:00+00:00,0.017089885403929823,0.2567898056377912
2017-03-11 05:16:00+00:00,0.012085193505274833,0.09748144334320161
2017-03-11 05:31:00+00:00,0.022378934796826573,0.05690708084838603
2017-03-11 05:46:00+00:00,0.03682429550430802,0.1669312509832525
2017-03-11 06:01:00+00:00,0.029374129155173886,0.34528968407202415
2017-03-11 06:16:00+00:00,0.0224642420450991,0.26937543799430785
2017-03-11 06:31:00+00:00,0.017971393636079278,0.1632842779708528
2017-03-11 06:46:00+00:00,0.014587539454602328,0.12137984296563264
2017-03-11 07:01:00+00:00,0.016179941422356188,0.08292215500350394
2017-03-11 07:16:00+00:00,0.010379048539824267,0.07591424607771627
2017-03-11 07:31:00+00:00,0.013791338470725396,0.04146107750175197
2017-03-11 07:46:00+00:00,0.013961952967270451,0.06148367443257389
2017-03-11 08:01:00+00:00,0.030227201637899173,0.058423077473148254
2017-03-11 08:16:00+00:00,0.04623652856371031,0.2000686489037628
2017-03-11 08:31:00+00:00,0.017658600392413345,0.2818466555112198
2017-03-11 08:46:00+00:00,0.03201865385162226,0.06731883125241342
2017-03-11 09:01:00+00:00,0.011033070776580318,0.20955077873600203
2017-03-11 09:16:00+00:00,0.01464441095345068,0.045508502452768114
2017-03-11 09:31:00+00:00,0.029203514658628832,0.06787660359548633
2017-03-11 09:46:00+00:00,0.016578041914294652,0.13272121394144817
2017-03-11 10:01:00+00:00,0.03454943555037393,0.06410091388853134
2017-03-11 10:16:00+00:00,0.02217988455085734,0.2712346791378842
2017-03-11 10:31:00+00:00,0.022720163789916682,0.10225826289669768
2017-03-11 10:46:00+00:00,0.007962009838769301,0.11432902847499318
2017-03-11 11:01:00+00:00,0.010208434043279212,0.02612948899472261
2017-03-11 11:16:00+00:00,0.01043592003867262,0.023140401310049907
2017-03-11 11:31:00+00:00,0.008900389569767112,0.020909311937758322
2017-03-11 11:46:00+00:00,0.009668154804219864,0.024098625591739243
2017-03-11 12:01:00+00:00,0.009440668808826456,0.023497947683814586
2017-03-11 12:16:00+00:00,0.012341115250092417,0.021953347349151178
2017-03-11 12:31:00+00:00,0.01072027753291438,0.013686875187711842
2017-03-11 12:46:00+00:00,0.01137429976967043,0.0315641938759457
2017-03-11 13:01:00+00:00,0.014985639946540792,0.019636446847156073
2017-03-11 13:16:00+00:00,0.022208320300281515,0.033123096065559694
